Certificat De Qualification De 7ième Technique Ou 7ième Professionnelle De L’enseignement Secondaire. Certificat De Qualification En Alternance, Ordinaire Ou Spécialisé, De L’enseignement Secondaire. Certificat De Qualification De L’enseignement Secondaire Spécialisé De Forme 3 De Plein Exercice.	Certificaat na alle gevolgde modules van een volledige opleiding in het volwassenenonderwijs, in een centrum voor basiseducatie (CBE) of voor volwassenenonderwijs (CVO), of in het stelsel van Leren en Werken.	Certificaat De Qualification De 7th Technique of 7th Professional De L'ducation Tweede. Certificaat De Qualification En Alternance, Ordinaire of Specialised, De L'Econdaire. Certificaat De Qualification De L'ducation Secondaire Specialised De Forme 3 De Plein Executie.	Certificat après tous les modules suivis d'une formation complète dans l'éducation des adultes, dans un centre d'éducation de base (CBE) ou d'éducation des adultes (CVO), ou dans le système d'apprentissage et de travail.	Certificate Of Qualification Of 7Th Technique Or 7Th Secondary Education Professional. Regular Or Specialized Secondary Education Qualification Certificate. Qualification Certificate Of Specialized Secondary Education In Form 3 Of Full Exercise.	Certificate following all modules of full training in adult education, in a basic education centre (CBE) or in adult education (CVO) or in the learning and working system followed.	3.0    
Quand le RCC de la CCT 17 est-il applicable?	Het SWT is van toepassing:	Wanneer is CCT 17 van toepassing?	La SWT s'applique:	When is the CTC 17 CCB applicable?	The SWT applies:	3.0    
fiche A 5 : Qu’est-ce que le plan de référence?	fiche B 1: Hoe de ingeschreven capaciteit (de IC) van de maand bepalen?	Formulier A 5: Wat is het referentievlak?	fiche B 1: Comment déterminer la capacité enregistrée (IC) du mois?	sheet A5: What is the reference plan?	Item B 1: How to determine the registered capacity (IC) of the month?	3.0    
C17 Passé professionnel - Moins valide ou problèmes physiques	C4-ASR-Werkloosheidsbewijs C4-ASR-SWT	C17 Zakelijk paspoort - Geldig minder of fysieke problemen	Certificat de chômage C4-ASR-SWT	C17 Professional past - Less valid or physical	C4-ASR Unemployment certificate C4-ASR-SWT	3.0    
Cette indemnité compense la perte qu’ils ont subie étant donné que les nouvelles règles de préavis plus avantageuses ne s’appliquent pas encore totalement à eux à partir de 2014.	Pseudobrugpensioen is het stelsel waarin oudere werknemers, bovenop hun werkloosheidsuitkeringen als volledige werkloze, van hun ex-werkgever of een fonds aanvullende vergoedingen ontvangen, zonder werkloze met bedrijfstoeslag (voorheen: bruggepensioneerde) te zijn.	Deze vergoeding compenseert het verlies dat zij hebben geleden, aangezien de nieuwe, gunstiger opzeggingsregels nog niet volledig op hen van toepassing zijn vanaf 2014.	La prépension privilégiée est le régime dans lequel les travailleurs âgés reçoivent de leur ex-employeur ou d'un fonds, en plus de leurs allocations de chômage en tant que chômeur complet, des indemnités complémentaires sans chômeur avec paiement unique (auparavant: prépensionné).	This compensation compensates for the loss they suffered as the new, more advantageous notice rules do not yet fully apply to them from 2014.	Pseudo-bridge pension is the system in which older workers receive, in addition to their unemployment benefits as full unemployed, additional benefits from their former employer or fund, without an unemployed person with a single payment (formerly: a bridge pensioner).	4.0    
Rozna Dolina, Cesta IX/6	28027 S/N MADRID Tel.: 00 34 91 585 2839	Rozna Dolina, Cesta IX/6	28027 S/ N MADRID Tél.: 00 34 91 585 2839	Rozna Dolina, Cesta IX/6	28027 S/ N MADRID Tel.: 00 34 91 585 2839	4.0    
Le montant des allocations de chômage est, en principe, calculé par rapport au dernier salaire perçu. Il s’agit du salaire plafonné pendant la dernière occupation d’au moins 4 semaines ininterrompues auprès du même employeur, sur lequel des cotisations pour la sécurité sociale, secteur chômage, ont été retenues. Disponibilité pour le marché de l’emploi	De ontslagcompensatievergoeding is een vergoeding die de RVA onder voorwaarden betaalt aan arbeiders die een arbeidsovereenkomst hebben van vóór 2014, ontslagen worden na 2013 en een voldoende lange anciënniteit hebben bij de werkgever. Deze vergoeding compenseert het verlies dat zij lijden omdat de nieuwe voordeliger opzegregels vanaf 2014 op hen nog niet volledig van toepassing zijn.	Het bedrag van de werkloosheidsuitkering wordt in beginsel berekend ten opzichte van het laatste ontvangen salaris. Het gaat om het maximumloon tijdens de laatste ononderbroken tewerkstelling van minstens vier weken bij dezelfde werkgever, waarop premies voor de sociale zekerheid, de werkloosheidssector, zijn ingehouden. Beschikbaarheid voor de arbeidsmarkt	L'indemnité compensatoire de licenciement est une indemnité que l'ONEM paie sous conditions aux ouvriers qui ont un contrat de travail antérieur à 2014, sont licenciés après 2013 et ont une ancienneté suffisante chez l'employeur. Cette indemnité compense la perte qu'ils subissent en raison du fait que les nouvelles règles de préavis plus favorables ne leur sont pas encore pleinement applicables à partir de 2014.	The amount of unemployment benefits is, in principle, calculated in relation to the last salary received. This is the maximum wage during the last occupation of at least 4 weeks without interruption with the same employer, on which social security contributions, the unemployment sector, were withheld. Employment Market Availability	The redundancy compensation is a compensation paid by the VA to workers who have a pre-2014 employment contract, are dismissed after 2013 and have a sufficiently long length of service with the employer. This compensation compensates for the loss they suffer because the new more advantageous termination rules do not apply to them in full from 2014.	3.0    
C201.3-Annexe au contrat de travail du travailleur qui entre en ligne de compte pour l’allocation d’intégration dans le cadre des programmes de transition professionnelle (AR 09.06.1997)	C131A-Werknemer-Aanvraag van de inkomensgarantie-uitkering of van het statuut van deeltijdse werknemer met behoud van rechten	C201.3-Bijlage bij het arbeidscontract van de werknemer die in aanmerking komt voor de integratietoelage in het kader van de programma’s voor de overgang naar de arbeidsmarkt (AR 09.06.1997)	C131A-Travailleur-Demande de l'allocation de garantie de revenus ou du statut de travailleur à temps partiel avec maintien des droits	C201.3-Annex to the contract of employment of a worker who enters into account for the integration allowance in the framework of the vocational transition programmes (AR 09.06.1997)	C131A Employee-Claim for income guarantee benefit or for part-time employee status with retention of rights	3.0    
Chômage temporaire pour cause de force majeure suite aux attentats terroristes du 22.03.2016 prolongé jusqu'au 21/01/2017 - NOUVEL UPDATE	Aangifte Sociale Risico's (ASR) zal binnenkort verplicht elektronisch moeten gebeuren	Tijdelijke werkloosheid als gevolg van overmacht naar aanleiding van de terroristische aanslagen van 22.03.2016, verlengd tot 21.1.2017 - NIEUWE PDATE	La déclaration des risques sociaux (ASR) devra être obligatoire sous peu.	Temporary unemployment due to force majeure following the terrorist attacks of 22.03.2016 extended until 21.01.2017 - NEW UPDATE	Social Risks Declaration (ASR) will soon have to be made mandatory electronically	4.0    
Si vous avez 2 enfants au moins, dont le plus jeune a moins de 3 ans ou a été adopté il y a moins de 3 ans, vous avez droit aux allocations majorées. Pour obtenir celles-ci, vous devez joindre à votre formulaire de demande une attestation de la caisse d'allocations familiales avec le nombre d’enfants pour lesquels les allocations familiales sont octroyées.	In alle andere gevallen, als u contractueel personeelslid bent bij een federale administratie of bij een dienst die daarvan afhangt (strafinrichtingen …) of indien u contractueel personeelslid bent bij de federale of lokale politie, dan kunt u uw aanvraag online invullen via de portaalsite van de sociale zekerheid: https://www.socialsecurity.be.	Als je ten minste twee kinderen hebt, waarvan de jongste jonger is dan drie jaar of jonger dan drie jaar is geadopteerd, dan heb je recht op een hogere uitkering. Om deze te krijgen, moet u bij uw aanvraagformulier een verklaring van de kinderbijslag voegen met het aantal kinderen waarvoor de kinderbijslag wordt verleend.	Dans tous les autres cas, si vous êtes agent contractuel auprès d'une administration fédérale ou d'un service qui en dépend (établissements pénitentiaires...) ou si vous êtes membre contractuel de la police fédérale ou locale, vous pouvez compléter votre demande en ligne via le portail de la sécurité sociale : https://www.socialsecurity.be.	If you have at least 2 children, the youngest of whom is under 3 years of age or was adopted less than 3 years ago, you are entitled to the increased allowance. To obtain these, you must attach to your application form a statement from the Family Allowance Fund with the number of children for whom family allowances are granted.	In all other cases, if you are a contractual member of staff of a federal administration or a dependent service (penal institutions ...) or if you are a contractual member of staff of the federal or local police, you can complete your application online through the social security portal: https://www.socialsecurity.be	4.0    
sur le document PDF créé par l’application : pour ce faire, vous devez l’imprimer, le compléter et l’envoyer par la poste au bureau de l’ONEM du ressort de votre domicile (ou auprès du bureau de l’ONEM dont dépend votre employeur, si vous êtes domicilié à l’étranger).	Indien u het recht op verhoogde onderbrekingsuitkeringen aanvraagt omdat u minstens 2 kinderen heeft van wie het jongste jonger is dan 3 jaar, dan moet u bij de aanvraag overgemaakt via internet, geen attest van het kinderbijslagfonds toevoegen noch een kopie van het vonnis dat de adoptie homologeert in geval van adoptie.	in het PDF-document dat door de toepassing is gemaakt: U moet het afdrukken, aanvullen en verzenden per post naar het UNEM-kantoor van uw woonplaats (of naar het UNEM-kantoor van uw werkgever indien u in het buitenland woonachtig bent).	Si vous demandez le droit à des allocations d'interruption majorées parce que vous avez au moins 2 enfants dont le plus jeune est âgé de moins de 3 ans, vous ne devez joindre à la demande transmise sur l'internet, ni une attestation de la caisse d'allocations familiales ni une copie du jugement homologuant l'adoption en cas d'adoption.	on the PDF document created by the application: to do so, you must print it, complete it and mail it to the EMO office in your home (or to the EMO office on which your employer depends, if you are resident abroad).	If you apply for the right to increased interruption benefits because you have at least 2 children whose youngest is under 3 years of age, you should submit an application via the Internet, not add a certificate from the Child Allowance Fund, or a copy of the judgment which the adoption homogenises in the event of adoption.	4.0    
la reprise du travail comme indépendant à titre principal si l'activité est exercée chez l'employeur qui paie directement ou indirectement l'indemnité complémentaire ou chez un employeur qui fait partie du même groupe que celui qui paie directement ou indirectement l'indemnité complémentaire.	De aanvullende vergoeding wordt als loon beschouwd. De normale RSZ-inhoudingen (13,07% werknemersbijdrage en  in een gewoon geval  32,25% werkgeversbijdrage) zijn verschuldigd en treden in de plaats van de in dit infoblad vermelde bijdrage en inhouding.	de overname van de werkzaamheden als zelfstandige in hoofdzaak, indien de werkzaamheden worden verricht bij de werkgever die de aanvullende vergoeding direct of indirect betaalt of bij een werkgever die tot dezelfde groep behoort als degene die de aanvullende vergoeding direct of indirect betaalt.	L'indemnité complémentaire est considérée comme rémunération. Les retenues normales à charge de l'ONSS (13,07 % de la cotisation des travailleurs et  dans un cas ordinaire  32,25 % de la cotisation des employeurs) sont dues et remplacent la cotisation et la retenue mentionnées dans cet infoblad.	the resumption of work as a principal self-employed person if the activity is carried out in the employer who pays the supplementary allowance directly or indirectly or in an employer who is part of the same group as the employer who pays the supplementary allowance directly or indirectly.	The additional allowance shall be considered as a salary. The normal RSS deductions (13.07% employee contribution and  in an ordinary case  32.25% employer's contribution) are due and replace the contribution and retention shown in this notice.	4.0    
Annexe Contrat de travail Activa-Start-Annexe au contrat de travail du travailleur qui peut prétendre à l'allocation de travail ACTIVA-start (AR 29.03.2006)	C230.1-Aanvraag om outplacement ten laste van de RVA (voor werknemers ontslagen vanaf 01.12.2007)	Bijlage Activa-Start-Bijlage bij het arbeidscontract van de werknemer die recht heeft op de ACTIVA-start-arbeidstoelage (AR 29.03.2006)	C230.1 - Demande d'outplacement à charge de l'ONEm (pour les travailleurs licenciés à partir du 01.12.2007)	Annex Activa-Start-Annex to the work contract of the worker who is eligible for the ACTIVA-start work allowance (AR 29.03.2006)	C230.1 — Application for outplacement to be borne by the VA (for workers made redundant as of 01.12.2007)	4.0    
Celles-ci sont disponibles auprès de votre organisme de paiement ou du bureau de chômage de l’ONEM ou peuvent être téléchargées du site internet www.onem.be.	T34, “Kunt u een bijberoep uitoefenen tijdens uw tijdelijke werkloosheid ?” nr. T45, “Wat zijn uw verplichtingen als tijdelijke werkloze ?” nr. T50 en “Hoeveel bedraagt uw uitkering bij tijdelijke werkloosheid ?” nr.	Deze zijn beschikbaar bij uw betaalorgaan of het werkloosheidsbureau van de UNEM of kunnen worden gedownload van de website www.onem.be.	T34, "Pouvez-vous exercer une profession accessoire pendant votre chômage temporaire ?" n° T45, "Quelles sont vos obligations en tant que chômeur temporaire ?" n° T50 et "Quel est votre montant en cas de chômage temporaire ?" n°	These are available from your payment agency or the EMU unemployment office or can be downloaded from the website www.onem.be.	T34, "Can you practice a professional occupation during your temporary unemployment?" T45, "What are your obligations as a temporary unemployed person?" T50 and "What is your temporary unemployment benefit?"	4.0    
C17 DAB-Demande de dispense de disponibilité adaptée pour chômeurs avec complément d’entreprise (RCC)	C3-Artiest-Maandelijkse aangifte betreffende de lonen per prestatie of per stuk (taakloon) die aan de sociale zekerheid loontrekkenden worden onderworpen	C17 DAB — Aanvraag voor een passende vrijstelling van de beschikbaarheid voor werklozen met een aanvulling op de onderneming (RCC)	C3-Artiste-Déclaration mensuelle relative aux salaires à la prestation ou à la pièce (salaire à la tâche) soumis à la sécurité sociale des travailleurs salariés	C17 DAB-Application for Adapted Availability Exemption for the unemployed with Business Supplement (RCC)	C3-Artiest-Monthly declaration on wages per unit of performance or per unit (Labour wage) subject to social security	4.0    
Les plafonds salariaux sont définis de la manière suivante:Quel plafond salarial ?	De loongrenzen zijn als volgt bepaald: Welke loongrens?	De loonplafonds worden als volgt gedefinieerd:Wat is het loonplafond?	Les limites de rémunération sont fixées comme suit: Quel plafond salarial?	The wage ceilings are defined as follows:What wage ceiling?	Longitude limits are defined as follows: What wage limit?	4.0    
C39.1-Demande de plan de remboursement	C17 Beroepsverleden - Mindervalide of lichamelijke problemen	C39.1-Verzoek om een terugbetalingsplan	C17 Historique professionnel - Problèmes mineurs ou physiques	C39.1-Claim for a refund plan	C17 Professional history - disability or physical problems	4.0    
Pour plus d’informations sur la manière de compléter les facteurs Q et S et le salaire brut moyen théorique, lisez la feuille info Employeurs n° E14 “Le formulaire C4 – certificat de chômage”.	U vermeldt het aantal uren dat de werknemer tijdelijk werkloos geweest is voorafgegaan door een code toegekend volgens de aard van de tijdelijke werkloosheid.	Lees voor meer informatie over het invullen van de Q- en S-factoren en het theoretische gemiddelde brutoloon de Inlichtingenblad E14 "Het C4-formulier - werkloosheidscertificaat".	Vous mentionnez le nombre d'heures que le travailleur a été mis en chômage temporaire, précédé d'un code attribué suivant la nature du chômage temporaire.	For more information on how to complete the Q and S factors and the theoretical average gross wage, see the Employer Info Sheet No. E14 "Form C4 - Unemployment Certificate".	You indicate the number of hours the employee has been temporarily unemployed preceded by a code assigned according to the nature of the temporary unemployment.	3.0    
Remarque préalable Ce système est en voie de disparition et est appelé à être remplacé par le système ACTIVA. Lisez à ce sujet la feuille Info sur le site Internet de l'ONEM (www.onem.fgov.be), reprise sous «Le Plan Activa APS (agent de prévention et de sécurité)».	De bevoegdheid voor het uitbetalen van de uitkeringen wordt immers niet overgedragen naar de gewesten en blijft toevertrouwd aan de RVA, in samenwerking met de uitbetalingsinstellingen.	Voorafgaande opmerking Dit systeem verdwijnt en moet worden vervangen door het ACTIVA-systeem. Lees de Info-pagina op de website van de UNEM (www.onem.fgov.be) onder "Het Activa APS-plan".	En effet, la compétence pour le paiement des allocations n'est pas transférée aux régions et reste confiée à l'ONEm, en collaboration avec les organismes de paiement.	Prior Note This system is disappearing and will be replaced by ACTIVA. Please read the Info Sheet on the ONEM website (www.onem.fgov.be), which is reproduced under "The Activa APS Plan".	The power to pay the benefits is not transferred to the regions and remains vested in the VA in cooperation with payment institutions.	4.0    
Une personne qui devient veuf / veuve après le 31.12.2014 et qui est âgée de moins de 45 ans à ce moment-là, a, à partir du 01.01.2015 droit à une allocation de transition en lieu et place d’une pension de survie. L’âge de 45 ans augmentera de 6 mois par an pour arriver à 50 ans en 2025. L’allocation de transition est limitée dans le temps et est octroyée pour une période de 12 ou 24 mois, selon qu’il y ait ou non des enfants.	U moet aan de RVA niet aangeven dat u een overgangsuitkering geniet. Uitzondering in geval van overlevingspensioen Sinds 01.07.2014 kunnen de uitkeringen tijdskrediet worden gecumuleerd met een overlevingspensioen gedurende een (al dan niet opeenvolgende) periode van maximaal 12 kalendermaanden.	Een persoon die na 31.12.2014 weduwnaar/weduwnaar wordt en die op dat moment jonger is dan 45 jaar, heeft vanaf 1 januari 2015 recht op een overbruggingstoelage in plaats van op een overlevingspensioen. De leeftijd van 45 jaar zal met zes maanden per jaar stijgen tot vijftig jaar in 2025. De overbruggingstoelage is beperkt in de tijd en wordt verleend voor een periode van 12 of 24 maanden, al dan niet met kinderen.	Vous ne devez pas déclarer à l'ONEm que vous bénéficiez d'une indemnité transitoire. Exception en cas de pension de survie Depuis le 01.07.2014, les prestations de crédit-temps peuvent être cumulées avec une pension de survie pendant une période (consécutive ou non) maximale de douze mois civils.	A person who becomes a widow/widow after 31.12.2014 and who is under 45 years of age at that time has, from 01.01.2015, been entitled to a transitional allowance instead of a survival pension. The age of 45 will increase by 6 months per year to 50 years in 2025. The transitional allowance is limited in time and is granted for a period of 12 or 24 months, depending on whether there are children.	You should not indicate to the ACFA that you receive a transitional allowance. Exception in the case of survivor's pension Since 01.07.2014, the benefits in time credits can be cumulated with a survivor's pension for a period of up to 12 calendar months, consecutive or not.	3.0    
